termKey,canonical,aliases,tier,df,domains,topN出处,sampleEvidence,decision,note
撤回变更申请,撤回变更申请,,high,1,1,trademark-exam-guide-2021:tmeg-03-01-01-07-01,申请人撤回变更申请的，应书面向商标注册部门提出申请,,
撤回商标异议申请,撤回商标异议申请,撤回异议申请,high,1,1,trademark-exam-guide-2021:tmeg-01-03-07-01,撤回商标异议申请应符合以下要求,,
撤回许可备案,撤回许可备案,,high,1,1,trademark-exam-guide-2021:tmeg-03-02-02-08,撤回许可备案由许可人即商标注册人提交,,
撤销布图设计登记,撤销布图设计登记,,high,1,1,ic-layout-regulations-2026:icld-03-12,撤销布图设计登记,,
撤销登记,撤销登记,,high,1,1,trademark-exam-guide-2021:tmeg-03-02-03-03-04,有下列情形之一的，应当撤销登记,,
撤销注册商标复审,撤销注册商标复审,,high,1,1,trademark-exam-guide-2021:tmeg-06-01-02-04,撤销注册商标复审案件，应当针对撤销或者维持注册商标决定和当事人申请复审时,,
程序模块,程序模块,,high,1,1,examination-guideline:02-09-05,应当理解为实现该程序流程各步骤或该方法各步骤所必须建立的程序模块,,
驰名商标保护,驰名商标保护,,high,1,1,trademark-exam-guide-2021:tmeg-06-10-05-01,从保护驰名商标持有人利益和维护公平竞争及消费者权益出发,,
驰名商标持有人再次请求驰名商标保护,驰名商标持有人再次请求驰名商标保护,,high,1,1,trademark-exam-guide-2021:tmeg-06-10-05-04-05,驰名商标持有人再次请求驰名商标保护,,
驰名商标的显著特征,驰名商标的显著特征,驰名商标的显著部分,high,1,1,trademark-exam-guide-2021:tmeg-06-10-05-05-02,驰名商标的显著部分或者显著特征是指驰名商标赖以起主要识别作用的部分或者特征,,
驰名商标认定因素,驰名商标认定因素,,high,1,1,trademark-exam-guide-2021:tmeg-06-10-03,认定驰名商标应当考虑下列因素,,
驰名商标受保护的记录,驰名商标受保护的记录,,high,1,1,trademark-exam-guide-2021:tmeg-06-10-05-02-01,在本案中可以作为驰名商标受保护的记录予以考虑,,
抽奖式有奖销售,抽奖式有奖销售,,high,1,1,anti-unfair-competition-2025:aucl-02-05,抽奖式的有奖销售，最高奖的金额超过五万元,,
出版,出版,,high,1,1,copyright-law-2020:cpl-06-02,本法第二条所称的出版，指作品的复制、发行,,
出版物,出版物,,high,1,1,examination-guideline:02-03-02,专利法意义上的出版物是指记载有技术或者设计内容的独立存在的传播载体,,
出质商标,出质商标,,high,1,1,trademark-exam-guide-2021:tmeg-03-02-03-02-04,出质商标应当符合以下条件,,
出租服务,出租服务,,high,1,1,trademark-exam-guide-2021:tmeg-02-01-04-02,出租服务，原则上与通过出租物所实现的服务分在同一类别,,
出租权,出租权,,high,1,1,copyright-law-2020:cpl-02-01-02,出租权，即有偿许可他人临时使用视听作品、计算机软件的原件或者复制件的权利,,
处分决定,处分决定,,high,1,1,examination-guideline:05-07-05,因耽误期限作出的处分决定主要包括：视为撤回专利申请权、视为放弃取得专利权的权利,,
处于各形成和发育阶段的人体,处于各形成和发育阶段的人体,,high,1,1,examination-guideline:02-10-09-01,处于各个形成和发育阶段的人体，包括人的生殖细胞、受精卵、胚胎及个体,,
创作,创作,,high,1,1,copyright-law-rules-2013:cplr-03,著作权法所称创作，是指直接产生文学、艺术和科学作品的智力活动。,,
创作者,创作者,,high,1,1,ic-layout-regulations-2026:icld-02-03,由自然人创作的布图设计，该自然人是创作者,,
纯功能性的权利要求,纯功能性的权利要求,,high,1,1,examination-guideline:02-02-03-02,纯功能性的权利要求得不到说明书的支持，因而也是不允许的,,
纯培养物,纯培养物,,high,1,1,examination-guideline:02-10-09-01,只有当微生物经过分离成为纯培养物，并且具有特定的工业用途时,,
词形变化,词形变化,,high,1,1,trademark-exam-guide-2021:tmeg-06-05-03-04-01-11,商标文字仅在形式上发生单复数、动名词、缩写、比较级或最高级、词性,,
从属专利,从属专利,,high,1,1,infringement-guide:infr-02-02,在后专利的某项权利要求记载了在先专利某项权利要求中记载的全部技术特征,,
大小地名套用,大小地名套用,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-04-03-02,由具有包含关系的两级地名即“大地名+小地名+商品通用名称”构成,,
代表关系,代表关系,,high,1,1,trademark-exam-guide-2021:tmeg-06-11-02-03-03,下列证据可以证明代表关系的存在,,
代理关系,代理关系,,high,1,1,trademark-exam-guide-2021:tmeg-06-11-02-03-03,下列证据可以证明代理关系的存在,,
单纯的美容方法,单纯的美容方法,,high,1,1,examination-guideline:02-01-04-03,单纯的美容方法，即不介入人体或不产生创伤的美容方法,,
单纯事实消息,单纯事实消息,,high,1,1,copyright-law-2020:cpl-01-05,单纯事实消息,,
单纯图案的外观设计,单纯图案的外观设计,,high,1,1,examination-guideline:04-05-03,单纯图案的外观设计是指未请求保护色彩并且不限定边界的平面产品的图案设计,,
单纯形状的外观设计,单纯形状的外观设计,,high,1,1,examination-guideline:04-05-03,单纯形状的外观设计是指无图案且未请求保护色彩的产品的形状设计,,
单克隆抗体,单克隆抗体,,high,1,1,examination-guideline:02-10-09-02,对于制备单克隆抗体的方法，应当描述获得或者制备免疫原的方法、免疫方法,,
单克隆抗体权利要求,单克隆抗体权利要求,,high,1,1,examination-guideline:02-10-09-03,针对单克隆抗体的权利要求可以用结构特征限定，也可以用产生它的杂交瘤来限定,,
担保放行,担保放行,,high,1,1,customs-ip-protection-2018:cusr-03-08,担保放行,,
党派,党派,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-08-03-06,本条中的党派包括中国共产党和被统称为民主党派的八个政党,,
党政机关,党政机关,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-08-03-07,本条中的党政机关通常包括中国共产党机关、人大机关、民主党派机关,,
地理标志概念,地理标志概念,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-05-06-03,仅由自然因素或者仅由人文因素决定的产品，不符合地理标志概念,,
地理标志误导公众,地理标志误导公众,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-04-01-02,商标中有商品的地理标志，而该商品并非来源于该标志所标示的地区，误导公众的,,
地名的其他含义强于地名含义,地名的其他含义强于地名含义,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-09-01-01,地名具有其他含义且该含义强于地名含义的,,
地名仅起真实表示申请人所在地作用,地名仅起真实表示申请人所在地作用,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-09-03,商标所含地名与其他具备显著特征的要素相互独立，地名仅起真实表示申请人所在地作用的,,
地域范围证明文件,地域范围证明文件,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-05-05,地理标志所标示地区的人民政府或行业主管部门出具的地域范围证明文件,,
登记日期,登记日期,质权登记日期,high,1,1,trademark-exam-guide-2021:tmeg-03-02-03-03-01,受理日期即为登记日期,,
等同侵权,等同侵权,,high,1,1,infringement-guide:infr-02-03,被诉侵权技术方案有一个或者一个以上技术特征与权利要求中的相应技术特征从字面上,,
第一独立权利要求,第一独立权利要求,,high,1,1,examination-guideline:02-02-03-01,写在最前面的独立权利要求被称为第一独立权利要求,,
电子商标注册证,电子商标注册证,,high,1,1,trademark-exam-guide-2021:tmeg-05-07-05,电子商标注册证是商标注册部门依照《商标法》有关规定，颁发给商标注册人,,
动植物品种的生产方法,动植物品种的生产方法,,high,1,1,patent-law:law-02-04,对前款第（四）项所列产品的生产方法，可以依照本法规定授予专利权,,
独立原则,独立原则,,high,1,1,examination-guideline:05-04-02,独立原则。每一件专利申请应当建立一份独立的案卷,,
独任审查,独任审查,,high,1,1,examination-guideline:04-01-04,对于简单的案件，可以由一人独任审查,,
独特视觉效果,独特视觉效果,,high,1,1,examination-guideline:04-05-06,独特视觉效果，是指涉案专利相对于现有设计产生了预料不到的视觉效果,,
独占权,独占权,,high,1,1,plant-variety-regulations-2025:pvpr-02-01,对其授权品种，享有排他的独占权,,
独占使用权,独占使用权,,high,1,1,ic-layout-regulations-2026:icld-04-08,不享有独占的使用权,,
对比设计,对比设计,,high,1,1,examination-guideline:04-05-03,与涉案专利进行比较的判断客体简称对比设计,,
多音字,多音字,,high,1,1,trademark-exam-guide-2021:tmeg-02-02-04-01,商标中包含多音字的，拼音分卡一般应为惯常读音的组合,,
二级分类表,二级分类表,,high,1,1,examination-guideline:01-04-04-03,二级分类表用于对已经分类在其他分类位置上的技术主题进行强制补充分类,,
发明或实用新型专利权的保护范围,发明或实用新型专利权的保护范围,,high,1,1,patent-law:law-07-01,发明或者实用新型专利权的保护范围以其权利要求的内容为准,,
发明人奖金,发明人奖金,奖金,high,1,1,implementation-rules:rule-07-02,一项发明专利的奖金最低不少于4000元,,
发行权,发行权,,high,1,1,copyright-law-2020:cpl-02-01-02,发行权，即以出售或者赠与方式向公众提供作品的原件或者复制件的权利,,
法定赔偿,法定赔偿,,high,1,1,patent-law:law-07-08,确定给予三万元以上五百万元以下的赔偿,,
法定许可,法定许可,,high,1,1,copyright-law-2020:cpl-02-04-02,法定许可,,
法定许可付酬期限,法定许可付酬期限,,high,1,1,copyright-law-rules-2013:cplr-32,应当自使用该作品之日起2个月内向著作权人支付报酬,,
翻译,翻译,,high,1,1,trademark-exam-guide-2021:tmeg-06-10-05-05-03,翻译是指系争商标将他人驰名商标以不同的语言文字予以表达,,
翻译权,翻译权,,high,1,1,copyright-law-2020:cpl-02-01-02,翻译权，即将作品从一种语言文字转换成另一种语言文字的权利,,
防御性注册,防御性注册,,high,1,1,trademark-exam-guide-2021:tmeg-06-02-05-05-01,防御性注册，应当是申请人在先注册商标已投入实际商业使用并具有一定知名度,,
妨害证据保全,妨害证据保全,,high,1,1,ip-evidence-rules-2020:ipev-13,或者妨害证据保全，致使无法保全证据的,,
放弃专利权声明,放弃专利权声明,,high,1,1,examination-guideline:05-09-04,专利权人放弃专利权的，应当提交放弃专利权声明,,
放弃专用权说明,放弃专用权说明,,high,1,1,trademark-exam-guide-2021:tmeg-06-06-05-02-02-04-03,放弃专用权说明需在商标公告和商标注册证上予以加注,,
放行,放行,,high,1,1,customs-ip-protection-2018:cusr-03-13,海关应当放行被扣留的侵权嫌疑货物,,
放映权,放映权,,high,1,1,copyright-law-2020:cpl-02-01-02,放映权，即通过放映机、幻灯机等技术设备公开再现美术、摄影、视听作品等的权利,,
非商业性使用,非商业性使用,,high,1,1,ic-layout-regulations-2026:icld-04-07,限于为公共目的非商业性使用,,
非书面公开,非书面公开,,high,1,1,examination-guideline:03-02-05,非书面公开是指：在国际申请的申请日或者有效的优先权日之前,,
非显而易见性,非显而易见性,,high,1,1,oa-response-guide:oa-02-04,即判断非显而易见性,,
非限定型权利要求,非限定型权利要求,,high,1,1,examination-guideline:02-10-04,当该组合物具有两种或者多种使用性能和应用领域时，可以允许用非限定型权利要求,,
非形状、非构造技术特征,非形状、非构造技术特征,,high,1,1,infringement-guide:infr-01-03,非形状、非构造技术特征，是指实用新型专利权利要求中记载的不属于产品的形状,,
非音乐性质的声音商标,非音乐性质的声音商标,,high,1,1,trademark-exam-guide-2021:tmeg-02-04-03,非音乐性质的声音商标，声音要素编码为 S2,,
非音乐性质声音商标,非音乐性质声音商标,,high,1,1,trademark-exam-guide-2021:tmeg-01-02-03-01-04-04-02,非音乐性质声音商标应当用文字加以描述,,
非职务育种,非职务育种,,high,1,1,plant-variety-regulations-2025:pvpr-02-03,非职务育种，品种权的申请权属于完成育种的个人,,
费用种类的转换,费用种类的转换,转换费用种类,high,1,1,examination-guideline:05-02-06,经专利局确认后可以对费用种类进行转换,,
服务分类原则,服务分类原则,,high,1,1,trademark-exam-guide-2021:tmeg-02-01-04-02,服务分类原则,,
符合发明目的原则,符合发明目的原则,,high,1,1,infringement-guide:infr-01-01,符合发明目的原则。在确定专利权保护范围时，不应将不能实现发明目的,,
复查请求,复查请求,,high,1,1,examination-guideline:03-01-05-11,提出复查请求的情况是,,
复核组,复核组,,high,1,1,examination-guideline:05-10-06,由组长、主核员和参核员组成的三人复核组,,
复审程序终止,复审程序终止,,high,1,1,examination-guideline:04-02-09,复审请求因期满未答复而被视为撤回的，复审程序终止,,
复审请求案件,复审请求案件,,high,1,1,examination-guideline:04-01-01,复审请求案件包括对初步审查和实质审查程序中驳回专利申请的决定不服而请求复审的案件,,
复制件或者图样,复制件或者图样,,high,1,1,ic-layout-regulations-2026:icld-03-05,提交的复制件或者图样应当包含布图设计的必要信息,,
复制权,复制权,,high,1,1,copyright-law-2020:cpl-02-01-02,复制权，即以印刷、复印、拓印、录音、录像、翻录、翻拍、数字化等方式,,
富有美感,富有美感,,high,1,1,examination-guideline:01-03-07,富有美感，是指在判断是否属于外观设计专利权的保护客体时，关注的是产品的外观给人的,,
改编权,改编权,,high,1,1,copyright-law-2020:cpl-02-01-02,改编权，即改变作品，创作出具有独创性的新作品的权利,,
改良型新药,改良型新药,,high,1,1,examination-guideline:05-09-03,可以给予期限补偿的改良型新药限于国务院药品监督管理部门颁发的药品注册证书,,
割裂技术特征,割裂技术特征,,high,1,1,oa-response-guide:oa-02-07,这些特征之间应当是作为一个整体不可分割的,,
格言警句,格言警句,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-03-16,格言警句，是指名人名言，或者前人总结的为人处事、修身齐家等的短语或成语或句子等,,
隔离比对,隔离比对,,high,1,1,trademark-exam-guide-2021:tmeg-06-01-03-03,隔离比对是指在判定商标近似时，不能将商标并排放置进行比对,,
隔离期限,隔离期限,,high,1,1,trademark-exam-guide-2021:tmeg-06-18-02-01,以设置一定时间的隔离期限,,
个案认定原则,个案认定原则,,high,1,1,trademark-exam-guide-2021:tmeg-06-10-05-02-01,驰名商标的认定结果只对本案有效,,
个案审查原则,个案审查原则,,high,1,1,trademark-exam-guide-2021:tmeg-06-01-01-04,个案审查原则是指由于不同的商标案件之间,,
个别字母不同,个别字母不同,,high,1,1,trademark-exam-guide-2021:tmeg-06-05-03-04-01-09,“个别字母不同”包括变字母、增加或减少字母、邻近字母变换顺序等,,
工作任务,工作任务,,high,1,1,copyright-law-rules-2013:cplr-11,是指公民在该法人或者该组织中应当履行的职责,,
公告方式送达,公告方式送达,,high,1,1,trademark-exam-guide-2021:tmeg-01-04-03-02-01,以公告方式送达的，自公告发布之日起满三十日视为送达,,
公认的同一化合物类别,公认的同一化合物类别,,high,1,1,examination-guideline:02-10-08,是指根据本领域的知识可以预期到该类的成员对于要求保护的发明来说其表现是相同的,,
功能分类,功能分类,,high,1,1,examination-guideline:01-04-04-02,则将该技术主题按功能分类,,
官方标志,官方标志,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-04,予以保证的官方标志、检验印记,,
官方标志、检验印记,官方标志、检验印记,官方标记、检验印记,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-01-04,实施控制、予以保证或者进行检验的标志或印记,,
官方正式译文,官方正式译文,,high,1,1,copyright-law-2020:cpl-01-05,官方正式译文,,
管辖权,管辖权,管辖,high,1,1,implementation-rules:rule-08-03,两个以上管理专利工作的部门都有管辖权的专利纠纷,,
惯常读音,惯常读音,,high,1,1,trademark-exam-guide-2021:tmeg-02-02-04-01,拼音分卡一般应为惯常读音的组合,,
惯常呼叫习惯,惯常呼叫习惯,,high,1,1,trademark-exam-guide-2021:tmeg-02-02-04-02,原则上按照惯常呼叫习惯划分汉字分卡,,
惯常拼读方式,惯常拼读方式,,high,1,1,trademark-exam-guide-2021:tmeg-02-02-05,有多种拼读方式的，应按惯常拼读方式分别划分拼音分卡,,
广播权,广播权,,high,1,1,copyright-law-2020:cpl-02-01-02,广播权，即以有线或者无线方式公开传播或者转播作品,,
广播组织的禁止权,广播组织的禁止权,,high,1,1,copyright-law-2020:cpl-04-04-03,广播组织的禁止权,,
规范使用,规范使用,,high,1,1,trademark-exam-guide-2021:tmeg-06-17-06-01,规范使用和连续使用注册商标,,
国+商标指定商品名称,国+商标指定商品名称,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-07-01-01,“国 + 商标指定商品名称”作为商标申请,,
国徽,国徽,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-01-02,“国徽”是由国家正式规定的代表本国的徽记,,
国际申请不能进入中国国家阶段通知书,国际申请不能进入中国国家阶段通知书,,high,1,1,examination-guideline:03-01-02,该国际申请在中国没有效力，审查员应当发出国际申请不能进入中国国家阶段通知书,,
国际组织的名称,国际组织的名称,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-01-03,国际组织的名称包括全称、简称或者缩写,,
国家安全审查,国家安全审查,,high,1,1,anti-monopoly-law-2022:aml-04-14,还应当按照国家有关规定进行国家安全审查,,
国家公布,国家公布,,high,1,1,examination-guideline:03-01-06,国家公布仅适用于进入中国的发明专利的国际申请,,
国家阶段的修改,国家阶段的修改,,high,1,1,examination-guideline:03-01-05-07,此种修改称为国家阶段的修改,,
国家名称近似,国家名称近似,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-01-01,标志的含义、读音或者外观等与我国国家名称近似，容易使公众误认为我国国家名称的,,
国家名称相同,国家名称相同,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-01-01,标志与我国国家名称相同的，判定为与我国国家名称相同,,
国家知识产权局认可的保藏单位,国家知识产权局认可的保藏单位,中国典型培养物保藏中心；中国普通微生物菌种保藏中心；广东省微生物菌种保藏中心,high,1,1,chemistry-drafting-rules:chem-01-05-09,“国家知识产权局认可的保藏单位”是指位于武汉的中国典型培养物保藏中心,,
国旗,国旗,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-01-02,“国旗”是由国家正式规定的代表本国的旗帜,,
国旗、国徽、国歌相同或者近似,国旗、国徽、国歌相同或者近似,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-01-02,足以使公众将其与我国国旗、国徽、国歌相联系的,,
国务院反垄断委员会,国务院反垄断委员会,反垄断委员会,high,1,1,anti-monopoly-law-2022:aml-01-12,国务院设立反垄断委员会，负责组织、协调、指导反垄断工作，履行下列职责,,
过于复杂的文字、图形、数字、字母或上述要素的组合,过于复杂的文字、图形、数字、字母或上述要素的组合,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-03-04,过于复杂的文字、图形、数字、字母或上述要素的组合,,
过于简单的线条、普通几何图形,过于简单的线条、普通几何图形,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-03-01,过于简单的线条、普通几何图形,,
汉字编码方法,汉字编码方法,,high,1,1,examination-guideline:02-09-04,汉字编码方法属于一种信息表述方法,,
汉字逆序形式,汉字逆序形式,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-04-03-01,文字构成相同，但排列顺序不同,,
合案申请,合案申请,,high,1,1,examination-guideline:01-03-09,可以作为一件申请提出（简称合案申请）,,
合并审理,合并审理,,high,1,1,examination-guideline:04-03-04,复审和无效审理部可以对案件合并审理,,
合法在先权利,合法在先权利,,high,1,1,trademark-exam-guide-2021:tmeg-06-01-01-03,合法在先权利是指申请注册商标的申请日之前他人已经依法取得或者依法享有并受法律保护,,
合方发明,合方发明,,high,1,1,examination-guideline:02-11-05,合方发明，是指将两个及以上的已知方合并使用或合方化裁而形成的组方发明,,
合理使用,合理使用,,high,1,1,copyright-law-2020:cpl-02-04-01,合理使用,,
合理注意义务,合理注意义务,,high,1,1,ip-evidence-rules-2020:ipev-04,合理注意义务,,
合议审查,合议审查,,high,1,1,examination-guideline:04-01-03,合议审查的案件，应当由三或五人组成的合议组负责审查,,
合作创作,合作创作,,high,1,1,ic-layout-regulations-2026:icld-02-04,两个以上自然人、法人或者非法人组织合作创作的布图设计,,
核准变更,核准变更,,high,1,1,trademark-exam-guide-2021:tmeg-03-01-01-06-04,变更申请完全符合规定的，商标注册部门核准变更,,
核准转让,核准转让,,high,1,1,trademark-exam-guide-2021:tmeg-03-02-01-09-04,商标注册部门核准转让,,
横向垄断协议,横向垄断协议,,high,1,1,anti-monopoly-law-2022:aml-02-02,禁止具有竞争关系的经营者达成下列垄断协议,,
红十字,红十字,红十字标志,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-01-05,是国际人道主义保护标志，是武装力量医疗机构的特定标志，是红十字会的专用标志,,
红十字、红新月、红水晶,红十字、红新月、红水晶,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-05,“红十字”“红新月”“红水晶”的名称、图案在视觉上基本无差别的,,
红新月,红新月,红新月标志,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-01-05,是阿拉伯国家和部分伊斯兰国家红新月会专用的，性质和功能与红十字标志相同的标志,,
互联网证据的公开时间,互联网证据的公开时间,,high,1,1,examination-guideline:04-08-05,公众能够浏览互联网信息的最早时间为该互联网信息的公开时间,,
化合物权利要求,化合物权利要求,,high,1,1,examination-guideline:02-10-04,化合物权利要求应当用化合物的名称或者化合物的结构式或者分子式来表征,,
化学产品,化学产品,,high,1,1,examination-guideline:02-10-03,化学产品包括化合物、组合物以及用结构和/或组成不能够清楚描述的化学产品,,
化学产品的医药用途发明的新颖性,化学产品的医药用途发明的新颖性,,high,1,1,examination-guideline:02-10-05,对于涉及化学产品的医药用途发明，其新颖性审查应考虑以下方面,,
化学产品发明,化学产品发明,,high,1,1,chemistry-drafting-rules:chem-01-03-01,化学产品发明（是指各组分之间发生化学反应得到的产品）,,
化学产品用途发明,化学产品用途发明,,high,1,1,examination-guideline:02-10-03,对于化学产品用途发明，在说明书中应当记载所使用的化学产品,,
化学产品用途发明的新颖性,化学产品用途发明的新颖性,,high,1,1,examination-guideline:02-10-05,如果一项已知产品的新用途本身是一项发明，则已知产品不能破坏该新用途的新颖性,,
化学方法发明,化学方法发明,,high,1,1,examination-guideline:02-10-03,对于化学方法发明，无论是物质的制备方法还是其他方法,,
化学方法权利要求,化学方法权利要求,,high,1,1,examination-guideline:02-10-04,其权利要求可以用涉及工艺、物质以及设备的方法特征来进行限定,,
恢复调查,恢复调查,,high,1,1,anti-monopoly-law-2022:aml-06-08,反垄断执法机构应当恢复调查,,
恢复权利请求期限,恢复权利请求期限,,high,1,1,examination-guideline:05-07-05,应当按照规定给予两个月（自该处分决定的送达日起算）的恢复权利请求期限,,
汇编权,汇编权,,high,1,1,copyright-law-2020:cpl-02-01-02,汇编权，即将作品或者作品的片段通过选择或者编排，汇集成新作品的权利,,
汇编作品,汇编作品,,high,1,1,copyright-law-2020:cpl-02-02-05,对其内容的选择或者编排体现独创性的作品，为汇编作品,,
会晤,会晤,,high,1,1,examination-guideline:02-08-04-12,在实质审查过程中，审查员可以约请申请人会晤，以加快审查程序,,
会晤记录,会晤记录,,high,1,1,examination-guideline:02-08-04-12,会晤记录不能代替申请人的正式书面答复或者修改,,
混合系统,混合系统,,high,1,1,examination-guideline:01-04-04-03,混合系统由分类表的分类号和与其联合使用的引得码组成,,
混淆、误导可能性,混淆、误导可能性,,high,1,1,trademark-exam-guide-2021:tmeg-06-10-05-06-02,只需判定有无混淆、误导的可能性即可,,
机械构造,机械构造,,high,1,1,examination-guideline:01-02-06,构成产品的零部件的相对位置关系、连接关系和必要的机械配合关系,,
积极效果,积极效果,,high,1,1,examination-guideline:02-05,能够产生积极效果，是指发明或者实用新型专利申请在提出申请之日,,
基本无差别,基本无差别,,high,1,1,trademark-exam-guide-2021:tmeg-06-01-03-03,所谓基本无差别，是指两商标虽有个别次要部分不完全相同，但主要部分完全相同,,
集成电路,集成电路,,high,1,1,ic-layout-regulations-2026:icld-01-03,是指以半导体材料为基片，将至少有一个是有源元件的两个以上元件,,
计算机程序产品,计算机程序产品,,high,1,1,examination-guideline:02-09-05,计算机程序产品应当理解为主要通过计算机程序实现其解决方案的软件产品,,
计算机汉字输入方法,计算机汉字输入方法,计算机汉字信息处理方法,high,1,1,examination-guideline:02-09-04,构成计算机系统处理汉字的一种计算机汉字输入方法,,
技术方案的删除,技术方案的删除,,high,1,1,examination-guideline:04-03-04,技术方案的删除是指从同一权利要求中并列的两种以上技术方案中删除一种,,
技术主题,技术主题,,high,1,1,examination-guideline:01-04-03,发明创造的技术主题可以是方法、产品、设备或者材料,,
寄出日,寄出日,,high,1,1,trademark-exam-guide-2021:tmeg-05-01-04-03,寄出邮戳日或快递企业收寄日,,
检测能力,检测能力,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-03-02-04,证明商标申请人自身具备检测能力的，提交其自有检测资质证书、检测人员名单和检测设备,,
检验印记,检验印记,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-04,予以保证的官方标志、检验印记,,
缴费期限,缴费期限,,high,1,1,trademark-exam-guide-2021:tmeg-05-02-02,自收到缴费通知书之日起7日内，向商标注册部门缴纳费用,,
教唆他人实施侵犯专利权行为,教唆他人实施侵犯专利权行为,,high,1,1,infringement-guide:infr-05-02,教唆他人实施侵犯专利权行为,,
节日名称,节日名称,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-03-15,节日名称是指法定或约定俗成的节日名称,,
结案,结案,,high,1,1,trademark-exam-guide-2021:tmeg-01-04-03-05-04,予以结案并通知当事人,,
解除代理关系,解除代理关系,解除委托关系,high,1,1,trademark-exam-guide-2021:tmeg-01-04-06,予以变更或解除代理关系,,
解密请求,解密请求,,high,1,1,examination-guideline:05-05-05,保密专利申请的申请人或者保密专利的专利权人可以书面提出解密请求,,
仅直接表示商品的形态,仅直接表示商品的形态,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-02-05,仅直接表示指定商品的形态的,,
仅直接表示商品的主要原料,仅直接表示商品的主要原料,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-02-02,仅直接表示指定商品的主要原料的,,
仅直接表示商品或服务的功能、用途,仅直接表示商品或服务的功能、用途,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-02-03,仅直接表示指定商品或者服务的功能、用途的,,
仅直接表示商品或服务的价格,仅直接表示商品或服务的价格,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-02-05,仅直接表示指定商品或者服务的价格的,,
仅直接表示商品或服务的内容,仅直接表示商品或服务的内容,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-02-05,仅直接表示指定商品或者服务内容的,,
仅直接表示商品或服务的其他特点,仅直接表示商品或服务的其他特点,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-02-05,仅直接表示指定商品或者服务的其他特点的,,
仅直接表示商品或服务的生产工艺,仅直接表示商品或服务的生产工艺,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-02-05,仅直接表示指定商品或者服务的生产工艺的,,
仅直接表示商品或服务的重量、数量,仅直接表示商品或服务的重量、数量,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-02-04,仅直接表示指定商品或者服务的重量、数量的,,
进口专利产品,进口专利产品,,high,1,1,infringement-guide:infr-05-01,进口专利产品，是指将落入产品专利权利要求保护范围的产品、依照专利方法直接获得的,,
禁止权利滥用原则,禁止权利滥用原则,防止权利滥用原则,high,1,1,trademark-exam-guide-2021:tmeg-06-01-01-05,禁止权利滥用原则指一切民事权利的行使，均不得超过其正当界限,,
警衔,警衔,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-08-03-07,警衔包括五等十三级，如总警监（副总警监）、警监、警督、警司、警员等,,
举证责任倒置,举证责任倒置,,high,1,1,patent-law:law-07-03,应当提供其产品制造方法不同于专利方法的证明,,
决定的理由,决定的理由,,high,1,1,examination-guideline:04-01-06,决定的理由部分应当阐明审查决定所依据的法律、法规条款的规定,,
决定要点,决定要点,,high,1,1,examination-guideline:04-01-06,决定要点是决定正文中理由部分的实质性概括和核心论述,,
绝对理由,绝对理由,,high,1,1,trademark-exam-guide-2021:tmeg-06-01-02-01-01,绝对理由涉及违反商标法上的显著性、非功能性以及公共利益，不考虑对特定权利人的影响,,
军旗,军旗,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-01-02,“军旗”是国家正式规定的代表本国军队的旗帜,,
